,source,tag1,relation_label,target,tag2
1045,Candida albicans,RAREDISEASE,Anaphora,bacterial infections,DISEASE
1046,Candida albicans,RAREDISEASE,Anaphora,viral infections,DISEASE
1047,Candida albicans,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1048,diabetes mellitus,DISEASE,Increases_risk_of,Candida infection,RAREDISEASE
1049,diabetes mellitus,DISEASE,Increases_risk_of,Chronic Candidiasis,RAREDISEASE
1050,immune deficiencies,DISEASE,Increases_risk_of,Chronic Candidiasis,RAREDISEASE
1051,VPS13B/COH1 Cohen syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
1052,VPS13B/COH1 Cohen syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1053,Cohen syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1054,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1055,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,growth deficiency,SIGN
1056,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,mental retardation,SIGN
1057,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,malformations of the skull and facial (craniofacial) region,SIGN
1058,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,microcephaly,SIGN
1059,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,malformed ears,SIGN
1060,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,prominent nasal bridge,SIGN
1061,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,defects of the hands,SIGN
1062,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,defects of the feet,SIGN
1063,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,physical abnormalities,SIGN
1064,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,congenital heart defects,SIGN
1065,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,genital abnormalities in affected males,SIGN
1066,"Chromosome 4, Partial Trisomy Distal 4q",RAREDISEASE,Produces,urinary tract defects,SIGN
1067,Chediak-Higashi syndrome,SKINRAREDISEASE,Anaphora,It,ANAPHOR
1068,Chediak-Higashi syndrome,SKINRAREDISEASE,Anaphora,the disease,ANAPHOR
1069,Diffuse pulmonary lymphangiomatosis,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1070,Diffuse pulmonary lymphangiomatosis,RAREDISEASE,Anaphora,The disorder,ANAPHOR
1071,diffuse pulmonary lymphangiomatosis,RAREDISEASE,Anaphora,The disorder,ANAPHOR
1072,arteriosclerosis,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1073,thromboembolism,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1074,Hypertension,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1075,hypercholesterolemia,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1076,heart disease,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1077,diabetes mellitus,DISEASE,Increases_risk_of,Binswanger disease,RAREDISEASE
1078,CADASIL,RAREDISEASE,Is_acron,cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,RAREDISEASE
1079,Binswanger disease,RAREDISEASE,Is_a,vascular dementia,DISEASE
1080,Binswanger disease,RAREDISEASE,Produces,reduced blood flow in brain tissue,SIGN
1081,Binswanger disease,RAREDISEASE,Produces,inflammation,SIGN
1082,Binswanger disease,RAREDISEASE,Produces,white matter degeneration,SIGN
1083,Binswanger disease,RAREDISEASE,Produces,multiple small strokes in the deep structures of the brain,SIGN
1084,Cryptococcosis,RAREDISEASE,Anaphora,The infection,ANAPHOR
1085,Cryptococcosis,RAREDISEASE,Anaphora,the infection,ANAPHOR
1086,Cryptococcosis,RAREDISEASE,Anaphora,these infections,ANAPHOR
1087,HIV infection,DISEASE,Produces,lowered immunity,SIGN
1088,HIV infection,DISEASE,Increases_risk_of,these infections,ANAPHOR
1089,Cryptococcosis,RAREDISEASE,Anaphora,It,ANAPHOR
1090,Cryptococcosis,RAREDISEASE,Anaphora,this fungal infection,ANAPHOR
1091,cancer,DISEASE,Produces,immune deficiencies,SIGN
1092,cancer,DISEASE,Increases_risk_of,this fungal infection,ANAPHOR
1093,HIV-AIDS,DISEASE,Produces,immune deficiencies,SIGN
1094,HIV-AIDS,DISEASE,Increases_risk_of,this fungal infection,ANAPHOR
1095,Cryptococcosis,RAREDISEASE,Anaphora,it,ANAPHOR
1096,Cryptococcosis,RAREDISEASE,Anaphora,It,ANAPHOR
1097,Cervical teratomas,RAREDISEASE,Is_a,germ cell tumors,DISEASE
1098,Cervical teratomas,RAREDISEASE,Produces,cervical tumors,SIGN
1099,neoplasm,DISEASE,Is_synon,germ cell tumors,DISEASE
1100,Chronic lymphocytic leukemia,RAREDISEASE,Is_a,leukemia,RAREDISEASE
1101,Chronic lymphocytic leukemia,RAREDISEASE,Anaphora,It,ANAPHOR
1102,Chronic lymphocytic leukemia,RAREDISEASE,Anaphora,It,ANAPHOR
1103,Chronic lymphocytic leukemia,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1104,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Is_a,inherited disorder,DISEASE
1105,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,complete or partial lack of the carbamoyl phosphate synthetase (CPS) enzyme,SIGN
1106,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,lack of the CPSI enzyme,SIGN
1107,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,vomiting,SIGN
1108,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,refusal to eat,SYMPTOM
1109,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,progressive lethargy,SYMPTOM
1110,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE,Produces,coma,SIGN
1111,CPSID,RAREDISEASE,Is_acron,Carbamoyl phosphate synthetase I deficiency,RAREDISEASE
1112,CPSID,RAREDISEASE,Is_a,autosomal recessive genetic disorder,DISEASE
1113,CPSID,RAREDISEASE,Is_a,urea cycle disorders,DISEASE
1114,chronic granulomatous disease,SKINRAREDISEASE,Produces,chemical oxidant that destroys bacteria reduced or absent,SIGN
1115,CGD,SKINRAREDISEASE,Is_acron,chronic granulomatous disease,SKINRAREDISEASE
1116,Common Variable Immune Deficiency,RAREDISEASE,Is_a,primary immunodeficiency,RAREDISEASE
1117,CVID,RAREDISEASE,Is_acron,Common Variable Immune Deficiency,RAREDISEASE
1118,CVID,RAREDISEASE,Anaphora,it,ANAPHOR
1119,Cogan-Reese syndrome,RAREDISEASE,Is_a,eye disorder,DISEASE
1120,Cogan-Reese syndrome,RAREDISEASE,Produces,matted or smudged appearance to the surface of the iris,SIGN
1121,Cogan-Reese syndrome,RAREDISEASE,Produces,nodular iris nevi,SIGN
1122,Cogan-Reese syndrome,RAREDISEASE,Produces,peripheral anterior synechiae,SIGN
1123,Cogan-Reese syndrome,RAREDISEASE,Produces,glaucoma,SIGN
1124,Cogan-Reese syndrome,RAREDISEASE,Anaphora,This disorder,ANAPHOR
1125,Secondary glaucoma,DISEASE,Produces,vision loss,SIGN
1126,cicatricial alopecias,RAREDISEASE,Produces,inflammation of the hair follicle,SIGN
1127,cicatricial alopecias,RAREDISEASE,Produces,stem cells and sebaceous gland are destroyed,SIGN
1128,cicatricial alopecias,RAREDISEASE,Produces,permanent hair loss,SIGN
1129,"Chromosome 14, Trisomy Mosaic",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1130,Cerebro-oculo-facio-skeletal syndrome,SKINRAREDISEASE,Is_acron,COFS,SKINRAREDISEASE
1131,Cerebro-oculo-facio-skeletal syndrome,SKINRAREDISEASE,Is_a,genetic degenerative disorder,DISEASE
1132,Cerebro-oculo-facio-skeletal syndrome,SKINRAREDISEASE,Anaphora,The disorder,ANAPHOR
1133,The disorder,ANAPHOR,Produces,growth failure at birth,SIGN
1134,The disorder,ANAPHOR,Produces,little or no neurological development,SIGN
1135,The disorder,ANAPHOR,Produces,structural abnormalities of the eye,SIGN
1136,The disorder,ANAPHOR,Produces,fixed bending of the spine,SIGN
1137,The disorder,ANAPHOR,Produces,ixed bending of the joints,SIGN
1138,The disorder,ANAPHOR,Produces,Abnormalities of the face,SIGN
1139,The disorder,ANAPHOR,Produces,Abnormalities of the limbs,SIGN
1140,Cerebro-oculo-facio-skeletal syndrome,SKINRAREDISEASE,Anaphora,It,ANAPHOR
1141,COFS syndrome,SKINRAREDISEASE,Produces,displacement of the second metatarsals,SIGN
1142,COFS syndrome,SKINRAREDISEASE,Produces,reduced white matter,SIGN
1143,Serpiginous Choroiditis,RAREDISEASE,Is_a,white dot syndromes,DISEASE
1144,Serpiginous Choroiditis,RAREDISEASE,Produces,inflammation of the retina,SIGN
1145,Serpiginous Choroiditis,RAREDISEASE,Produces,inflammation of choroid,SIGN
1146,Serpiginous Choroiditis,RAREDISEASE,Produces,white dots in the fundus,SIGN
1147,Serpiginous Choroiditis,RAREDISEASE,Is_a,recurrent eye disorder,DISEASE
1148,Serpiginous Choroiditis,RAREDISEASE,Produces,serpiginous lesions involving two layers of the eye surface,SIGN
1149,Serpiginous Choroiditis,RAREDISEASE,Produces,macula damaged,SIGN
1150,Serpiginous Choroiditis,RAREDISEASE,Produces,painless decrease in vision,SIGN
1151,Serpiginous Choroiditis,RAREDISEASE,Produces,scotomata,SIGN
1152,Serpiginous Choroiditis,RAREDISEASE,Produces,eye lesions,SIGN
1153,Serpiginous Choroiditis,RAREDISEASE,Produces,lesions macular region,SIGN
1154,Serpiginous Choroiditis,RAREDISEASE,Produces,Vision loss,SIGN
1155,Serpiginous Choroiditis,RAREDISEASE,Produces,localized vasculitis of the eye,SIGN
1156,Cerebral Palsy,DISEASE,Is_a,neurological movement disorder,DISEASE
1157,Cerebral Palsy,DISEASE,Produces,lack of muscle control,SIGN
1158,Cerebral Palsy,DISEASE,Anaphora,This disorder,ANAPHOR
1159,Cerebral Palsy,DISEASE,Anaphora,this disorder,ANAPHOR
1160,Churg-Strauss syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
1161,The disorder,ANAPHOR,Produces,hypereosinophilia,SIGN
1162,The disorder,ANAPHOR,Produces,vasculitis,SIGN
1163,The disorder,ANAPHOR,Produces,granulomatosis,SIGN
1164,allergy,DISEASE,Increases_risk_of,Churg-Strauss syndrome,RAREDISEASE
1165,asthma,DISEASE,Increases_risk_of,Churg-Strauss syndrome,RAREDISEASE
1166,Asthma,DISEASE,Is_a,chronic respiratory disorder,DISEASE
1167,Asthma,DISEASE,Produces,inflammation of the lungs' airways,SIGN
1168,Asthma,DISEASE,Produces,narrowing of the lungs' airways,SIGN
1169,Asthma,DISEASE,Produces,dyspnea,SIGN
1170,Churg-Strauss syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
1171,Blue rubber bleb nevus syndrome,SKINRAREDISEASE,Is_a,vascular disorder,DISEASE
1172,Blue rubber bleb nevus syndrome,SKINRAREDISEASE,Anaphora,this disorder,ANAPHOR
1173,BRBNS,SKINRAREDISEASE,Is_acron,Blue rubber bleb nevus syndrome,SKINRAREDISEASE
1174,this disorder,ANAPHOR,Produces,Multiple distinctive skin lesions at birth or during early childhood,SIGN
1175,this disorder,ANAPHOR,Produces,Lesions in the gastrointestinal tract during childhood or early adulthood,SIGN
1176,this disorder,ANAPHOR,Produces,lesions,SIGN
1177,this disorder,ANAPHOR,Produces,multifocal venous malformations,SIGN
1178,this disorder,ANAPHOR,Produces,abnormal embryonic blood vessel development,SIGN
1179,intussusception,SIGN,Produces,venous malformations in muscle,SIGN
1180,intussusception,SIGN,Produces,Skeletal abnormalities,SIGN
1181,intussusception,SIGN,Produces,BRBNS,SKINRAREDISEASE
1182,intussusception,SIGN,Produces,Blue rubber bleb nevus syndrome,SKINRAREDISEASE
1183,BRBNS,SKINRAREDISEASE,Produces,lesions in the GI,SIGN
1184,BRBNS,SKINRAREDISEASE,Produces,mild or severe anemia,SIGN
1185,BRBNS,SKINRAREDISEASE,Produces,GI lesions,SIGN
1186,BRBNS,SKINRAREDISEASE,Produces,intussusception,SIGN
1187,BRBNS,SKINRAREDISEASE,Produces,Skeletal abnormalities,SIGN
1188,BRBNS,SKINRAREDISEASE,Produces,venous malformations in muscle,SIGN
1189,Blue rubber bleb nevus syndrome,SKINRAREDISEASE,Anaphora,the condition,ANAPHOR
1190,the condition,ANAPHOR,Produces,multifocal venous malformations,SIGN
1191,Diencephalic syndrome,RAREDISEASE,Produces,tumor diencephalon,SIGN
1192,Diencephalic syndrome,RAREDISEASE,Produces,failure to gain weight and grow,SIGN
1193,Diencephalic syndrome,RAREDISEASE,Produces,failure to thrive,SIGN
1194,Diencephalic syndrome,RAREDISEASE,Produces,abnormal progressive thinness,SIGN
1195,Diencephalic syndrome,RAREDISEASE,Produces,emaciation,SYMPTOM
1196,Diencephalic syndrome,RAREDISEASE,Produces,vomiting,SIGN
1197,Diencephalic syndrome,RAREDISEASE,Produces,vision abnormalities,SIGN
1198,Diencephalic syndrome,RAREDISEASE,Produces,headaches,SYMPTOM
1199,Diencephalic syndrome,RAREDISEASE,Produces,pallor,SIGN
1200,Diencephalic syndrome,RAREDISEASE,Anaphora,this disorder,ANAPHOR
1201,Diencephalic syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
1202,C syndrome,RAREDISEASE,Is_synon,Opitz trigonocephaly syndrome,RAREDISEASE
1203,Chromosome 21 Ring,RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1204,Chromosome 21 Ring,RAREDISEASE,Anaphora,the disorder,ANAPHOR
1205,the disorder,ANAPHOR,Produces,mental retardation,SIGN
1206,the disorder,ANAPHOR,Produces,abnormalities of the face,SIGN
1207,the disorder,ANAPHOR,Produces,abnormalities of the eyes,SIGN
1208,the disorder,ANAPHOR,Produces,abnormalities of the skeleton,SIGN
1209,the disorder,ANAPHOR,Produces,abnormalities of the internal organs,SIGN
1210,Cholera,RAREDISEASE,Is_a,infectious disease,DISEASE
1211,cholera,RAREDISEASE,Produces,watery diarrhea,SIGN
1212,cholera,RAREDISEASE,Anaphora,the disease,ANAPHOR
1213,Cholera,RAREDISEASE,Anaphora,the disease,ANAPHOR
1214,Congenital sucrase-isomaltase deficiency,RAREDISEASE,Is_a,inherited metabolic disorder,DISEASE
1215,Congenital sucrase-isomaltase deficiency,RAREDISEASE,Produces,deficiency or absence of the enzymes sucrase,SIGN
1216,Congenital sucrase-isomaltase deficiency,RAREDISEASE,Produces,deficiency or absence of isomaltase,SIGN
1217,Congenital sucrase-isomaltase deficiency,RAREDISEASE,Anaphora,this disorder,ANAPHOR
1218,CSID,RAREDISEASE,Is_acron,Congenital sucrase-isomaltase deficiency,RAREDISEASE
1219,this disorder,ANAPHOR,Produces,watery diarrhea,SIGN
1220,this disorder,ANAPHOR,Produces,discomfort,SYMPTOM
1221,CSID,RAREDISEASE,Is_a,metabolic disorder,DISEASE
1222,CSID,RAREDISEASE,Anaphora,This disorder,ANAPHOR
1223,CSID,RAREDISEASE,Anaphora,this disorder,ANAPHOR
1224,"Chromosome 9, Tetrasomy 9p",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1225,"Chromosome 9, Tetrasomy 9p",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1226,biliary tract cancers,RAREDISEASE,Produces,weight loss,SIGN
1227,biliary tract cancers,RAREDISEASE,Produces,abdominal pain,SYMPTOM
1228,biliary tract cancers,RAREDISEASE,Produces,night sweats,SYMPTOM
1229,biliary tract cancers,RAREDISEASE,Produces,fatigue,SYMPTOM
1230,Distal and perihilar cholangiocarcinomas,RAREDISEASE,Is_synon,gallbladder cancers,RAREDISEASE
1231,Distal and perihilar cholangiocarcinomas,RAREDISEASE,Produces,jaundice,SIGN
1232,liver cirrhosis,DISEASE,Increases_risk_of,cholangiocarcinoma,RAREDISEASE
1233,biliary tract cancer,RAREDISEASE,Increases_risk_of,gallbladder cancers,RAREDISEASE
1234,cholangiocarcinoma,RAREDISEASE,Increases_risk_of,gallbladder cancers,RAREDISEASE
1235,biliary tract stones,DISEASE,Increases_risk_of,cholangiocarcinoma,RAREDISEASE
1236,liver fluke infections,DISEASE,Increases_risk_of,cholangiocarcinoma,RAREDISEASE
1237,choledochal cyst,RAREDISEASE,Increases_risk_of,cholangiocarcinoma,RAREDISEASE
1238,choledochal cyst,RAREDISEASE,Is_a,congenital anatomical abnormality,DISEASE
1239,chronic condition of inflamed bile ducts,RAREDISEASE,Is_synon,primary sclerosing cholangitis,RAREDISEASE
1240,primary sclerosing cholangitis,RAREDISEASE,Increases_risk_of,cholangiocarcinoma,RAREDISEASE
1241,gallbladder cancer,RAREDISEASE,Produces,long standing gallstones,SIGN
1242,gallbladder cancer,RAREDISEASE,Produces,calcification of the gallbladder wall,SIGN
1243,gallbladder cancer,RAREDISEASE,Produces,porcelain gallbladder,SIGN
1244,gallbladder cancer,RAREDISEASE,Produces,jaundice,SIGN
1245,gallbladder cancer,RAREDISEASE,Produces,gallstones,SIGN
1246,gallbladder cancer,RAREDISEASE,Anaphora,the cancer,ANAPHOR
1247,Subacute cerebellar degeneration,RAREDISEASE,Produces,the cerebellum deterioration of the,SIGN
1248,Subacute cerebellar degeneration,RAREDISEASE,Produces,"the medulla oblongata, the cerebral cortex, and the brain stem deterioration of",SIGN
1249,These two types,ANAPHOR,Is_acron,nutritional cerebellar degeneration,RAREDISEASE
1250,paraneoplastic cerebellar degeneration,RAREDISEASE,Is_a,subacute cerebellar degeneration,RAREDISEASE
1251,paraneoplastic cerebellar degeneration,RAREDISEASE,Increases_risk_of,cancer,DISEASE
1252,paraneoplastic cerebellar degeneration,RAREDISEASE,Anaphora,These two types,ANAPHOR
1253,alcoholic cerebellar degeneration,RAREDISEASE,Is_a,subacute cerebellar degeneration,RAREDISEASE
1254,nutritional cerebellar degeneration,RAREDISEASE,Is_a,subacute cerebellar degeneration,RAREDISEASE
1255,nutritional cerebellar degeneration,RAREDISEASE,Anaphora,These two types,ANAPHOR
1256,paraneoplastic cerebellar degeneration,RAREDISEASE,Anaphora,This form of cerebellar degeneration,ANAPHOR
1257,paraneoplastic cerebellar degeneration,RAREDISEASE,Anaphora,the paraneoplastic type,ANAPHOR
1258,This form of cerebellar degeneration,ANAPHOR,Is_a,cerebellar degeneration,DISEASE
1259,This form of cerebellar degeneration,ANAPHOR,Increases_risk_of,cancer,DISEASE
1260,Alcoholic cerebellar degeneration,RAREDISEASE,Anaphora,It,ANAPHOR
1261,nutritional cerebellar degeneration,RAREDISEASE,Anaphora,It,ANAPHOR
1262,thiamine deficiency,DISEASE,Increases_risk_of,nutritional cerebellar degeneration,RAREDISEASE
1263,Paraneoplastic cerebellar degeneration,RAREDISEASE,Increases_risk_of,cancer,DISEASE
1264,Björnstad syndrome,SKINRAREDISEASE,Produces,pili torti,SIGN
1265,Björnstad syndrome,SKINRAREDISEASE,Produces,sensorineural hearing loss,SIGN
1266,Björnstad syndrome,SKINRAREDISEASE,Produces,Hearing loss bilateral,SIGN
1267,Björnstad syndrome,SKINRAREDISEASE,Anaphora,this disorder,ANAPHOR
1268,this disorder,ANAPHOR,Produces,"dry, fragile, lusterless, and/or coarse scalp hair",SIGN
1269,this disorder,ANAPHOR,Produces,alopecia,SIGN
1270,Björnstad syndrome,SKINRAREDISEASE,Anaphora,it,ANAPHOR
1271,Björnstad Syndrome,SKINRAREDISEASE,Produces,pili torti,SIGN
1272,Björnstad Syndrome,SKINRAREDISEASE,Produces,twisting of the hair shafts,SIGN
1273,Björnstad Syndrome,SKINRAREDISEASE,Produces,nerve deafness,SIGN
1274,Björnstad Syndrome,SKINRAREDISEASE,Produces,Sensorineural deafness,SIGN
1275,carcinoid syndrome,RAREDISEASE,Produces,carcinoid tumors,SIGN
1276,carcinoid syndrome,RAREDISEASE,Produces,tumors,SIGN
1277,carcinoid syndrome,RAREDISEASE,Produces,Carcinoid tumors,SIGN
1278,carcinoid syndrome,RAREDISEASE,Anaphora,The syndrome,ANAPHOR
1279,The syndrome,ANAPHOR,Produces,Bronchial (airway) tumors,SIGN
1280,Carcinoid syndrome,RAREDISEASE,Produces,flushing,SIGN
1281,Carcinoid syndrome,RAREDISEASE,Produces,wheezing,SIGN
1282,Carcinoid syndrome,RAREDISEASE,Produces,diarrhea,SIGN
1283,carcinoid syndrome,RAREDISEASE,Produces,episodic facial flushing,SIGN
1284,carcinoid syndrome,RAREDISEASE,Produces,carcinoid tumors,SIGN
1285,"Chromosome 10, monosomy 10p",RAREDISEASE,Is_a,chromosomal disorder,DISEASE
1286,"Chromosome 10, monosomy 10p",RAREDISEASE,Produces,intellectual disability,SIGN
1287,"Chromosome 10, monosomy 10p",RAREDISEASE,Produces,postnatal growth retardation,SIGN
1288,"Chromosome 10, monosomy 10p",RAREDISEASE,Produces,short neck,SIGN
1289,"Chromosome 10, monosomy 10p",RAREDISEASE,Produces,congenital heart defects,SIGN
1290,DGS,RAREDISEASE,Is_acron,DiGeorge syndrome,RAREDISEASE
1291,DGS,RAREDISEASE,Is_a,congenital disorder,DISEASE
1292,DGS,RAREDISEASE,Produces,underdevelopment or absence of the thymus,SIGN
1293,DGS,RAREDISEASE,Produces,underdevelopment or absence of the parathyroid glands,SIGN
1294,DGS,RAREDISEASE,Produces,abnormalities of the immune system,SIGN
1295,DGS,RAREDISEASE,Produces,hypoparathyroidism,SIGN
1296,"Chromosome 10, monosomy 10p",RAREDISEASE,Anaphora,the disorder,ANAPHOR
1297,Congenital adrenal hyperplasia,RAREDISEASE,Is_a,inherited autosomal recessive disorders,DISEASE
1298,Congenital adrenal hyperplasia,RAREDISEASE,Produces,deficiency of one of the enzymes needed to make specific hormones,SIGN
1299,CAH,RAREDISEASE,Is_acron,Congenital adrenal hyperplasia,RAREDISEASE
1300,Chromosome 18q- syndrome,RAREDISEASE,Produces,short stature,SIGN
1301,Chromosome 18q- syndrome,RAREDISEASE,Produces,mental retardation,SIGN
1302,Chromosome 18q- syndrome,RAREDISEASE,Produces,hypotonia,SIGN
1303,Chromosome 18q- syndrome,RAREDISEASE,Produces,malformations of the hands,SIGN
1304,Chromosome 18q- syndrome,RAREDISEASE,Produces,malformations of feet,SIGN
1305,Chromosome 18q- syndrome,RAREDISEASE,Produces,abnormalities of the skull and facial (craniofacial) region,SIGN
1306,Chromosome 18q- syndrome,RAREDISEASE,Produces,microcephaly,SIGN
1307,Chromosome 18q- syndrome,RAREDISEASE,Produces,deeply set eyes,SIGN
1308,Chromosome 18q- syndrome,RAREDISEASE,Produces,prominent ears,SIGN
1309,Chromosome 18q- syndrome,RAREDISEASE,Produces,midfacial hypoplasia,SIGN
1310,Chromosome 18q- syndrome,RAREDISEASE,Produces,visual abnormalities,SIGN
